 ,Label,Area,Min,Max,X,Y,BX,BY,Width,Height,Circ.,AR,Round,Solidity,Length
1,ddd-1.png:0443-0391,0.000,109,109,44.334,62.399,44.334,62.291,0.124,0.124,0.000,0.000,0.000,NaN,0
2,ddd-1.png:0443-0391,0.000,125,125,44.443,62.276,44.334,62.167,0.124,0.124,0.000,0.000,0.000,NaN,0
3,ddd-1.png:0443-0391,0.000,118,118,44.613,62.152,44.582,62.043,0.124,0.124,0.000,0.000,0.000,NaN,0
4,ddd-1.png:0443-0391,0.000,101,101,44.799,62.074,44.706,62.043,0.124,0.124,0.000,0.000,0.000,NaN,0
5,ddd-1.png:0443-0391,0.000,116,116,44.907,62.012,44.830,61.920,0.124,0.124,0.000,0.000,0.000,NaN,0
6,ddd-1.png:0443-0391,0.000,97,97,45.062,61.920,44.954,61.920,0.124,0.124,0.000,0.000,0.000,NaN,0
7,ddd-1.png:0443-0391,0.000,118,118,45.139,61.780,45.077,61.672,0.124,0.124,0.000,0.000,0.000,NaN,0
8,ddd-1.png:0443-0391,0.000,116,116,45.186,61.656,45.077,61.548,0.124,0.124,0.000,0.000,0.000,NaN,0
9,ddd-1.png:0443-0391,0.000,101,101,45.108,61.517,45.077,61.424,0.124,0.124,0.000,0.000,0.000,NaN,0
10,ddd-1.png:0443-0391,0.000,101,101,44.938,61.440,44.830,61.424,0.124,0.124,0.000,0.000,0.000,NaN,0
11,ddd-1.png:0443-0391,0.000,85,85,44.830,61.378,44.830,61.300,0.124,0.124,0.000,0.000,0.000,NaN,0
12,ddd-1.png:0443-0391,0.000,83,83,44.706,61.378,44.706,61.300,0.124,0.124,0.000,0.000,0.000,NaN,0
13,ddd-1.png:0443-0391,0.000,88,88,44.551,61.347,44.458,61.300,0.124,0.124,0.000,0.000,0.000,NaN,0
14,ddd-1.png:0443-0391,0.000,96,96,44.443,61.316,44.334,61.300,0.124,0.124,0.000,0.000,0.000,NaN,0
15,ddd-1.png:0443-0391,0.000,92,92,44.303,61.223,44.211,61.176,0.124,0.124,0.000,0.000,0.000,NaN,0
16,ddd-1.png:0443-0391,0.000,98,98,44.195,61.084,44.087,61.053,0.124,0.124,0.000,0.000,0.000,NaN,0
17,ddd-1.png:0443-0391,0.000,98,98,44.195,61.084,44.087,61.053,0.124,0.124,0.000,0.000,0.000,NaN,0
18,ddd-1.png:0443-0391,0.000,99,99,44.102,60.991,44.087,60.929,0.124,0.124,0.000,0.000,0.000,NaN,0
19,ddd-1.png:0443-0391,0.000,99,99,44.102,60.991,44.087,60.929,0.124,0.124,0.000,0.000,0.000,NaN,0
20,ddd-1.png:0443-0391,0.000,111,111,44.133,60.805,44.087,60.805,0.124,0.124,0.000,0.000,0.000,NaN,0
21,ddd-1.png:0443-0391,0.000,120,120,44.133,60.712,44.087,60.681,0.124,0.124,0.000,0.000,0.000,NaN,0
22,ddd-1.png:0443-0391,0.000,119,119,44.241,60.619,44.211,60.557,0.124,0.124,0.000,0.000,0.000,NaN,0
23,ddd-1.png:0443-0391,0.000,119,119,44.241,60.619,44.211,60.557,0.124,0.124,0.000,0.000,0.000,NaN,0
24,ddd-1.png:0443-0391,0.000,115,115,44.381,60.526,44.334,60.433,0.124,0.124,0.000,0.000,0.000,NaN,0
25,ddd-1.png:0443-0391,0.000,84,84,44.598,60.480,44.582,60.433,0.124,0.124,0.000,0.000,0.000,NaN,0
26,ddd-1.png:0443-0391,0.000,79,79,44.799,60.418,44.706,60.310,0.124,0.124,0.000,0.000,0.000,NaN,0
27,ddd-1.png:0443-0391,0.000,73,73,44.845,60.294,44.830,60.186,0.124,0.124,0.000,0.000,0.000,NaN,0
28,ddd-1.png:0443-0391,0.000,76,76,44.861,60.155,44.830,60.062,0.124,0.124,0.000,0.000,0.000,NaN,0
29,ddd-1.png:0443-0391,0.000,78,78,44.799,60.015,44.706,59.938,0.124,0.124,0.000,0.000,0.000,NaN,0
30,ddd-1.png:0443-0391,0.000,78,78,44.721,59.938,44.706,59.938,0.124,0.124,0.000,0.000,0.000,NaN,0
31,ddd-1.png:0443-0391,0.000,76,76,44.613,59.876,44.582,59.814,0.124,0.124,0.000,0.000,0.000,NaN,0
32,ddd-1.png:0443-0391,0.000,77,77,44.474,59.845,44.458,59.814,0.124,0.124,0.000,0.000,0.000,NaN,0
33,ddd-1.png:0443-0391,0.000,79,79,44.365,59.783,44.334,59.690,0.124,0.124,0.000,0.000,0.000,NaN,0
34,ddd-1.png:0443-0391,0.000,93,93,44.257,59.659,44.211,59.567,0.124,0.124,0.000,0.000,0.000,NaN,0
35,ddd-1.png:0443-0391,0.000,109,109,44.164,59.505,44.087,59.443,0.124,0.124,0.000,0.000,0.000,NaN,0
36,ddd-1.png:0443-0391,0.000,116,116,44.164,59.381,44.087,59.319,0.124,0.124,0.000,0.000,0.000,NaN,0
37,ddd-1.png:0443-0391,0.000,118,118,44.226,59.303,44.211,59.195,0.124,0.124,0.000,0.000,0.000,NaN,0
38,ddd-1.png:0443-0391,0.000,112,112,44.350,59.164,44.334,59.071,0.124,0.124,0.000,0.000,0.000,NaN,0
39,ddd-1.png:0443-0391,0.000,103,103,44.474,59.164,44.458,59.071,0.124,0.124,0.000,0.000,0.000,NaN,0
40,ddd-1.png:0443-0391,0.000,92,92,44.628,59.118,44.582,59.071,0.124,0.124,0.000,0.000,0.000,NaN,0
41,ddd-1.png:0443-0391,0.000,80,80,44.768,59.071,44.706,59.071,0.124,0.124,0.000,0.000,0.000,NaN,0
42,ddd-1.png:0443-0391,0.000,82,82,44.907,58.932,44.830,58.824,0.124,0.124,0.000,0.000,0.000,NaN,0
43,ddd-1.png:0443-0391,0.000,79,79,44.861,58.746,44.830,58.700,0.124,0.124,0.000,0.000,0.000,NaN,0
44,ddd-1.png:0443-0391,0.000,77,77,44.768,58.653,44.706,58.576,0.124,0.124,0.000,0.000,0.000,NaN,0
45,ddd-1.png:0443-0391,0.000,74,74,44.659,58.545,44.582,58.452,0.124,0.124,0.000,0.000,0.000,NaN,0
46,ddd-1.png:0443-0391,0.000,70,70,44.505,58.467,44.458,58.452,0.124,0.124,0.000,0.000,0.000,NaN,0
47,ddd-1.png:0443-0391,0.000,82,82,44.319,58.467,44.211,58.452,0.124,0.124,0.000,0.000,0.000,NaN,0
48,ddd-1.png:0443-0391,0.000,82,82,44.319,58.467,44.211,58.452,0.124,0.124,0.000,0.000,0.000,NaN,0
